,city,hotel,url,note,coordinates,description,hotel_latitude,hotel_longitude,city_id,city_lat,city_lon,temperature,POP_1,POP_2,POP_3,POP_4,POP_5
0,Paris,Hôtel Diva Opera,https://www.booking.com/hotel/fr/gotty-opera.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARocYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCjKzVtwbAAgHSAiQ0OGZiOTI1Zi1iYmE3LTRjNzYtYjZmNC1iYTg3NWU4ODM0ZTbYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=b15f5906cff301d4&srepoch=1727354381&from_sustainable_property_sr=1&from=searchresults,"8,0","48.87327211,2.34507881","L'Hotel Diva Opéra est situé dans le 9ème arrondissement, dans le centre-ville de Paris, à proximité des Grands Boulevards et de leurs nombreux théâtres, cinémas, bistrots et restaurants. Le quartier offre un large choix d'activités et de divertissements.
L'hôtel est situé à quelques pas de la maison de ventes Drouot, des Galeries Lafayette, de l'Opéra Garnier, du Louvre ainsi que de Montmartre. L'emplacement est très apprécié des voyageurs d'affaires et des touristes.

Les chambres climatisées affichent une décoration moderne et disposent d'une télévision par câble à écran plat. La salle de bains privative est pourvue d’une baignoire ou d’une douche. Tous les hébergements comprennent une connexion Wi-Fi gratuite et sont accessibles par ascenseur. Du thé et du café sont fournis gratuitement tous les jours dans les chambres.

L’établissement dispose de quelques chambres avec balcon, disponibles uniquement sur demande et moyennant un supplément de 15 EUR par nuit.
Vous profiterez chaque jour d'un petit-déjeuner continental complet composé de produits frais, bio et locaux, avec des viennoiseries françaises cuisinées chaque matin sur place.

En journée ou en début de soirée, vous pourrez profiter du confortable coin salon pour boire un apéritif.

L'hôtel se trouve à 400 mètres de la station de métro Grands Boulevards, qui vous permet d'accéder directement à la Tour Eiffel et aux Champs-Elysées. Vous rejoindrez l'Opéra en 15 minutes à pied. Le musée du Louvre et le jardin des Tuileries se trouvent quant à eux à 20 minutes de marche. Les Galeries Lafayette sont également accessibles à 15 minutes à pied.",48.87327211,2.34507881,6,48.8589,2.32,20.840000000000032,0.0,0.0,0.0,0.0,0.0
1,Paris,Tipi,https://www.booking.com/hotel/fr/tipi.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARocYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCjKzVtwbAAgHSAiQ0OGZiOTI1Zi1iYmE3LTRjNzYtYjZmNC1iYTg3NWU4ODM0ZTbYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=b15f5906cff301d4&srepoch=1727354381&from_sustainable_property_sr=1&from=searchresults,"7,1","48.83548585,2.32537396","Situé dans le centre de Paris, cet hôtel est installé à 750 mètres de la gare Montparnasse. Il dispose d'une réception ouverte 24h/24, d'une terrasse fleurie et de chambres avec connexion Wi-Fi gratuite.

Chaque chambre est équipée d'une télévision à écran plat et d'un bureau. Les salles de bains privatives sont équipées d'un sèche-cheveux.

Un petit-déjeuner buffet est proposé chaque matin dans la salle à manger élégante de l'hôtel Tipi. Après le petit-déjeuner, vous pourrez visiter le marché, qui est situé dans la même rue que l'hôtel.

Le jardin du Luxembourg est à 1,4 km de l'hôtel Tipi. La station de métro Gaîté est située à 550 mètres ; elle permet de rejoindre les Champs-Élysées. Un parking public est disponible à proximité.",48.83548585,2.32537396,6,48.8589,2.32,20.840000000000032,0.0,0.0,0.0,0.0,0.0
2,Paris,Hôtel Du Mont Dore Batignolles,https://www.booking.com/hotel/fr/hotel-du-mont-dore.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARocYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCjKzVtwbAAgHSAiQ0OGZiOTI1Zi1iYmE3LTRjNzYtYjZmNC1iYTg3NWU4ODM0ZTbYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=b15f5906cff301d4&srepoch=1727354381&from=searchresults,"8,0","48.88370912,2.32275814","L'Hôtel Du Mont Dore Batignolles se trouve à 1,6 km de l'Opéra Garnier, de Montmartre et du grand magasin Galeries Lafayette. Le grand magasin Printemps et l'Avenue des Champs-Élysées se situent respectivement à 1,2 km et 2,5 km. Vous profiterez d'une terrasse meublée et d'une cour fleurie sur place.

Les chambres sont dotées d'une télévision à écran plat.

Le petit-déjeuner est servi tous les jours. Vous pourrez le savourer au sein des hébergements. Vous trouverez des bars et des restaurants à quelques pas.

La réception est ouverte 24h/24. Des places de parking sont disponibles à proximité. La station de métro Rome est à 210 mètres.",48.88370912,2.32275814,6,48.8589,2.32,20.840000000000032,0.0,0.0,0.0,0.0,0.0
3,Paris,Hôtel de Genève,https://www.booking.com/hotel/fr/de-geneve.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARocYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCjKzVtwbAAgHSAiQ0OGZiOTI1Zi1iYmE3LTRjNzYtYjZmNC1iYTg3NWU4ODM0ZTbYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=b15f5906cff301d4&srepoch=1727354381&from_sustainable_property_sr=1&from=searchresults,"7,5","48.87774274,2.32753918","Situé à 300 mètres de la gare Saint-Lazare et à 10 minutes à pied des Galeries Lafayette, l'Hôtel de Genève 3 étoiles vous accueille au cœur du quartier touristique et des affaires de Paris.

Le personnel parlant en anglais, français et italien sera ravi de vous aider à organiser votre séjour. Après une journée de visites, vous pourrez vous détendre dans l'une des 30 chambres entièrement équipées et confortables de l'Hôtel de Genève. Pour bien démarrer la journée, l'hôtel vous propose un copieux petit-déjeuner buffet.

Installé en centre-ville, l'hôtel est très bien placé pour visiter la capitale et découvrir ses nombreux sites d'intérêt ou attractions. L'Opéra Garnier se trouve à 750 mètres et la place Vendôme est à 1,2 km de l'hôtel.",48.87774274,2.32753918,6,48.8589,2.32,20.840000000000032,0.0,0.0,0.0,0.0,0.0
4,Paris,B&B HOTEL Paris 17 Batignolles,https://www.booking.com/hotel/fr/parisboulevardberthier.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARocYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCjKzVtwbAAgHSAiQ0OGZiOTI1Zi1iYmE3LTRjNzYtYjZmNC1iYTg3NWU4ODM0ZTbYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=b15f5906cff301d4&srepoch=1727354381&from=searchresults,"8,0","48.89431407,2.31234401","Le B&B Hôtel Paris 17 Batignolles est situé dans le nord-ouest de Paris, à seulement 50 mètres de la station de métro et gare RER Porte de Clichy. L’établissement propose des chambres élégantes insonorisées et climatisées, une connexion Wi-Fi gratuite ainsi qu’un restaurant sur place.

Toutes les chambres sont dotées d’un bureau, d’un coffre-fort, d’un plateau/bouilloire et d’une télévision par satellite à écran LCD. La salle de bains privative est pourvue d’une baignoire ainsi que d’un sèche-cheveux.

Chaque jour, un petit-déjeuner buffet composé de plats sucrés et salés tels que des croissants, de la baguette, du pain multigrains, des pommes, des produits laitiers, de la charcuterie, des œufs brouillés ainsi que du bacon est servi sur demande. Pour le déjeuner et le dîner, vous pourrez profiter d’un menu de saison à la carte, du lundi au vendredi.

La réception est ouverte 24h/24.

Cet hôtel se trouve à 2 km du Moulin Rouge, dans le célèbre quartier de Montmartre. Sur place, vous disposerez d’un parking souterrain privé La station de métro et gare RER Porte de Clichy vous permettra de rejoindre directement la tour Eiffel, les Champs-Élysées et la cathédrale Notre-Dame.",48.89431407,2.31234401,6,48.8589,2.32,20.840000000000032,0.0,0.0,0.0,0.0,0.0
5,Paris,ibis Paris Gare du Nord Château Landon 10ème,https://www.booking.com/hotel/fr/ibis-gare-du-nord-chateau-landon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARocYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCjKzVtwbAAgHSAiQ0OGZiOTI1Zi1iYmE3LTRjNzYtYjZmNC1iYTg3NWU4ODM0ZTbYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=b15f5906cff301d4&srepoch=1727354381&from_sustainable_property_sr=1&from=searchresults,"7,5","48.88089010,2.36264020","Situé dans le centre de Paris, à seulement 10 minutes de marche de la gare du Nord, l'ibis Paris Gare du Nord Château Landon 10ème comporte un bar et une réception ouverte 24h/24. Vous profiterez d’une connexion Wi-Fi gratuite dans tous les locaux et d’un parking souterrain privé.

Agrémentées de parquet, les chambres possèdent la climatisation, une télévision par satellite à écran plat, une armoire et un bureau. Leur salle de bains privative est pourvue d'un sèche-cheveux.

Tous les matins, l'établissement vous préparera un petit-déjeuner buffet composé de plats sucrés et salés, tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits. Des viennoiseries cuites sur place et des madeleines françaises fraîches sont aussi proposées, ainsi qu'une boisson chaude et un fruit à emporter. En dehors des heures régulières, un petit-déjeuner plus léger est servi à partir de 4h00.

Une bagagerie en libre-service est disponible, moyennant des frais supplémentaires. Vous séjournerez à 10 minutes à pied de la gare du Nord, permettant de rejoindre directement l’aéroport de Paris-Charles-de-Gaulle et le centre de Paris. Le quartier de Montmartre n'est qu'à 20 minutes de marche.",48.8808901,2.3626402,6,48.8589,2.32,20.840000000000032,0.0,0.0,0.0,0.0,0.0
6,Rouen,Eaux Spa,https://www.booking.com/hotel/fr/eaux-spa.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARocYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCjKzVtwbAAgHSAiRkZTg4NmQ2Ny02ODU1LTQ0ZTctYWViMi0xOWQwYjdjZmRlYzPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=fc0e5906b47b0049&srepoch=1727354381&from=searchresults,"8,7","49.42901466,1.07721213","L'Eaux Spa est situé à Rouen, à 2,4 km de la gare de l'Hôtel de ville de Soteville, à 2,8 km de la station de tramway 14-juillet et à 3,8 km de la cathédrale Notre-Dame. Il se trouve à environ 3,9 km du palais des sports Kindarena de Rouen, à 4 km de la gare de Rouen Rive Droite et à 4,6 km du parc des expositions de Rouen. Vous bénéficierez d'une connexion Wi-Fi gratuite dans l'ensemble des locaux. La gare de Rouen se trouve à 1,3 km.

Tous les logements comprennent un canapé, un coin salon, une télévision à écran plat avec des services de streaming, une kitchenette bien équipée et une salle de bains privative avec douche. Un micro-ondes, un réfrigérateur, des plaques de cuisson, une machine à café et une bouilloire sont également disponibles. Le linge de lit et les serviettes sont fournis.

Vous séjournerez à 3,6 km du musée des Beaux-Arts de Rouen et à 4,6 km du pont Flaubert. L'aéroport de Deauville-Normandie, le plus proche, est à 83 km.",49.42901466,1.07721213,5,49.4405,1.094,19.340000000000032,0.0,0.0,0.0,0.0,0.0
7,Rouen,"The Originals City, Hôtel Notre Dame, Rouen",https://www.booking.com/hotel/fr/hotel-notre-dame.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARocYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCjKzVtwbAAgHSAiRkZTg4NmQ2Ny02ODU1LTQ0ZTctYWViMi0xOWQwYjdjZmRlYzPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=fc0e5906b47b0049&srepoch=1727354381&from_sustainable_property_sr=1&from=searchresults,"7,3","49.43853490,1.09345078","L’établissement The Originals City, Hôtel Notre Dame, Rouen vous accueille dans le centre de Rouen, entre la cathédrale et la Seine. Vous séjournerez à 3 km de la salle Kindarena.

Les chambres comportent une télévision. En outre, vous bénéficierez gratuitement d’une connexion Wi-Fi. De nombreuses chambres ont été rénovées en 2019.

Le petit-déjeuner est également servi chaque matin au tarif de 12 EUR par adulte et de 8 EUR pour les enfants de moins de 10 ans.

Vous séjournerez à quelques minutes à pied de la cathédrale gothique Notre-Dame, de l’horloge astronomique Gros-Horloge et de l’église Sainte-Jeanne-d'Arc.

Veuillez noter que cet établissement n'est pas adapté aux personnes à mobilité réduite.

L’établissement n’accepte pas les personnes mineures qui ne sont pas accompagnées de leurs parents ou tuteurs légaux.",49.4385349,1.09345078,5,49.4405,1.094,19.340000000000032,0.0,0.0,0.0,0.0,0.0
8,Besançon,Hôtel Restaurant Spa Le Sauvage,https://www.booking.com/hotel/fr/ho-tel-le-sauvage-besanasson.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARocYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCjazVtwbAAgHSAiRiNDg1MDhkNC0yOTAyLTRiNDEtOTIwNS0xMzM0MzViNTkyY2TYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=4e6f5906a53101f2&srepoch=1727354382&from_sustainable_property_sr=1&from=searchresults,"8,6","47.23171767,6.02759153","L’Hôtel Restaurant Spa Le Sauvage vous accueille dans l’ancien monastère des Clarisses, dans le quartier historique de Besançon, à 500 mètres des anciens contreforts de la citadelle. Cet établissement offre des vues sur le parc bordé d’arbres, les remparts médiévaux, la ville et la vallée du Doubs.

Revêtues de parquet, toutes les chambres sont dotées d’une salle de bains privative pourvue d’une baignoire ou d’une douche. Les hébergements comprennent également une télévision à écran plat, un téléphone et un bureau. Certains logements offrent une vue sur le jardin et la ville.

Le petit-déjeuner est servi chaque matin dans le coin repas, sur la terrasse, ou peut être apporté dans votre chambre sur demande. Vous pourrez également vous détendre sur la terrasse orientée à l'ouest avec une boisson commandée au bar. Vous pourrez accéder au spa sur réservation et moyennant des frais supplémentaires.

Vous séjournerez à 10 minutes à pied du musée du Temps et à seulement 2 km de la gare ferroviaire de Besançon-Viotte. Vous trouverez des commerces et restaurants à moins de 10 minutes de marche. Un parking privé est accessible moyennant un supplément. Vous bénéficierez gratuitement d’une connexion Wi-Fi.",47.23171767,6.02759153,13,47.238,6.0244,23.57000000000005,0.0,0.0,0.0,0.0,0.0
9,Besançon,"L'île d'Olive, appartement entier 2 à 4 personnes terrasse 25 m2 Besançon, proche CV, Micropolis et CHU",https://www.booking.com/hotel/fr/appartement-tres-calme-a-besancon-pour-2-personnes-avec-grande-terrasse.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARocYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCjazVtwbAAgHSAiRiNDg1MDhkNC0yOTAyLTRiNDEtOTIwNS0xMzM0MzViNTkyY2TYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=4e6f5906a53101f2&srepoch=1727354382&from=searchresults,"9,2","47.23667980,6.00761260","L'île d'Olive est située à Besançon, en Franche-Comté, à proximité de la gare de Besançon Viotte et du musée du Temps. appartement entier 2 L'hébergement à 4 personnes terrasse 25 m2 Besançon, proche CV, Micropolis et CHU propose gratuitement une connexion Wi-Fi et un parking privé. Occupant un bâtiment datant de 1998, cet appartement se trouve à 3,4 km de la gare de Besançon-Mouillère et à 12 km de la gare TGV de Besançon Franche-Comté. Cet établissement non-fumeurs se trouve à 3,1 km de Micropolis.

Offrant une vue paisible sur la rue, cet appartement dispose d'une terrasse, d'une chambre, d'un salon, d'une télévision à écran plat, d'une cuisine équipée avec un lave-vaisselle et un four, ainsi que d'une salle de bains pourvue d'une douche. Les serviettes et le linge de lit sont fournis. L'établissement possède un coin repas extérieur.

Vous pourrez pratiquer diverses activités à Besançon et dans les environs, telles que la randonnée.

L'île d'Olive, appartement entier 2 à 4 personnes terrasse 25 m2 Besançon, proche CV, Micropolis et CHU se trouve à 1,5 km du musée des beaux-arts et d'archéologie de Besançon et à 2,5 km de la cathédrale Saint-Jean de Besançon. L'aéroport de Dole-Jura, le plus proche, est implanté à 58 km.",47.2366798,6.0076126,13,47.238,6.0244,23.57000000000005,0.0,0.0,0.0,0.0,0.0
